Titre,Sous-titre,Date,Lien
Pfizer vient-il de reconnaître le risque de myocardite et de péricardite lié au vaccin anti-Covid ?,Plusieurs comptes antivax affirment que le laboratoire pharmaceutique a publié un communiqué de presse affirmant définitivement que le vaccin à ARNm «présente des risques accrus» de myocardite et de péricardite.,2023-10-21,https://www.liberation.fr/checknews/pfizer-vient-il-de-reconnaitre-le-risque-de-myocardite-et-de-pericardite-lie-au-vaccin-anti-covid-20231021_VA3NPLORR5GBRM5YAVQCRJJJEM/
Le Luxembourg attribue-t-il onze décès aux vaccins anti-Covid alors que la France n’en comptabilise aucun ?,Une confusion sur les chiffres luxembourgeois et français laisse penser que le Grand-Duché imputerait plusieurs décès directement à la campagne de vaccination quand la France s’y refuserait.,2021-12-01,https://www.liberation.fr/checknews/le-luxembourg-attribue-t-il-onze-deces-aux-vaccins-anti-covid-alors-que-la-france-nen-comptabilise-aucun-20211201_TDRR7UREGRFMBLF2CAUQB62GTA/
Covid-19 : est-il vrai que les départements les «plus vaccinés» ne connaissent pas moins de cas que les autres ?,"Le site covidosceptique Réinfo Covid affirme, graphique à l’appui, que l’incidence de Covid-19 dans les départements est sans relation avec la couverture vaccinale. Mais cette affirmation est basée sur des chiffres un peu biaisés.",2021-12-02,https://www.liberation.fr/checknews/covid-19-est-il-vrai-que-les-departements-les-plus-vaccines-ne-connaissent-pas-moins-de-cas-que-les-autres-20211202_5OWWPVKKHRB4JD2U3EWDB2MTOY/
Est-il vrai que la vaccination obligatoire ne peut pas être imposée parce que le vaccin est encore «expérimental»?,Des arguments relayés notamment par Nicolas Dupont-Aignan supposent que l’Etat refuse de rendre la vaccination obligatoire car le vaccin est encore en expérimentation et que la responsabilité en cas d’effets secondaires serait trop lourde.,2022-01-07,https://www.liberation.fr/checknews/est-il-vrai-que-la-vaccination-obligatoire-ne-peut-pas-etre-imposee-parce-que-le-vaccin-est-encore-experimental-20220107_L7C2BHX4ZFDNPPAMWYVM7YVUTA/
Quatrième dose de vaccin contre le Covid-19: «Un deuxième rappel ne servirait pas à grand-chose pour les plus jeunes»,"Brigitte Autran, épidémiologiste et membre du Conseil d’orientation de la stratégie vaccinale, revient pour «Libération» sur l’intérêt de l’ouverture d’un nouveau rappel de vaccin pour les plus de 60 ans.",2022-04-07,https://www.liberation.fr/societe/sante/quatrieme-dose-de-vaccin-contre-le-covid-19-un-deuxieme-rappel-ne-servirait-pas-a-grand-chose-pour-les-plus-jeunes-20220407_SXAIT7W5EFBF5INXUIEJICK63Q/
Les Etats-Unis lancent la vaccination des 5-11 ans contre le Covid-19,"Quelques heures seulement après l’aval des Centres de prévention et de lutte contre les maladies (CDC), des premiers jeunes Américains ont reçu une première dose de vaccin contre le coronavirus.",2021-11-03,https://www.liberation.fr/international/amerique/les-etats-unis-lancent-la-vaccination-des-5-11-ans-contre-le-covid-19-20211103_O4DXZ2WVVBEPFCA4ZDTLX2FQCA/
Covid-19 : face à la menace omicron la vaccination des enfants se précise pour janvier,"Lundi, le conseil de défense sanitaire va se pencher sur un calendrier crédible pour ouvrir la vaccination à tous les enfants de 5 à 11 ans sur la base du volontariat. Une mesure visant à contenir la propagation probable du variant omicron.",2021-12-05,https://www.liberation.fr/societe/sante/covid-19-face-a-la-menace-omicron-la-vaccination-des-enfants-se-precise-pour-janvier-20211205_R5SZNIRFYFDQ5ENDICG3ONBQZM/
La mortalité des pilotes de ligne américains a-t-elle progressé de 1750% à cause des vaccins anti-Covid ?,"La page d’un magazine rendant hommage à des pilotes de ligne décédés ces dernières années a été utilisée pour suggérer, à tort, que la vaccination aurait provoqué une explosion du nombre de décès.",2021-12-24,https://www.liberation.fr/checknews/la-mortalite-des-pilotes-de-ligne-americains-a-t-elle-progresse-de-1750-a-cause-des-vaccins-anti-covid-20211224_U5PRTL4SMJHW3BPVYRR5KMXE6A/
Vaccination : les socialistes doivent être les défenseurs de la gauche des Lumières,"La proposition de loi sur la réintégration des soignants non vaccinés va à l’encontre des valeurs portées par la gauche, celle qui croit à la science et non celle qui se lie aux populistes, pointent des personnalités socialistes.",2023-05-06,https://www.liberation.fr/idees-et-debats/tribunes/vaccination-les-socialistes-doivent-etre-les-defenseurs-de-la-gauche-des-lumieres-20230506_YEBJQ7BQQFAGRPUVDKYCYXYKQA/
"Mpox : une deuxième dose de vaccin recommandée en France, les personnes concernées restent inchangées","La Haute autorité de santé (HAS) a publié ce lundi 2 septembre ses nouvelles recommandations concernant la maladie, dont la circulation augmente avec le nouveau variant «clade 1».",2024-09-02,https://www.liberation.fr/societe/sante/mpox-une-deuxieme-dose-de-vaccin-recommandee-en-france-les-personnes-concernees-restent-inchangees-20240902_JQRHYOEHZRDTHDGYCIZ4IVIS4I/
Vaccins contre le Covid et cycles menstruels : pas de lien établi à ce jour mais l’ANSM reste vigilante,"L’Agence nationale de sécurité du médicament avait classé cet été les perturbations des cycles menstruels comme «signal potentiel» après une vaccination. Dans de nouveaux rapports, l’agence indique poursuivre ses études.",2021-10-01,https://www.liberation.fr/societe/sante/vaccins-contre-le-covid-et-cycles-menstruels-pas-de-lien-etabli-a-ce-jour-mais-lansm-reste-vigilante-20211001_OONCSYB63RHP3JV3FF4UVZIWXY/
"Covid-19 : au Royaume-Uni, la vaccination réduit le nombre de morts malgré la flambée","Toujours en avance sur la vague, le Royaume-Uni est un bon exemple de ce qui attend la France. Bonne nouvelle, la vaccination réduit fortement le nombre de décès causés par le coronavirus malgré le dynamisme de l’épidémie outre-Manche.",2021-11-16,https://www.liberation.fr/societe/sante/covid-19-au-royaume-uni-la-vaccination-reduit-le-nombre-de-morts-malgre-la-flambee-20211116_ANWN2EYD5RGUZMQYQJ2YVVHW44/
Covid-19 : ce qu’il faut retenir de la journée sur le front de la pandémie,"Vaccination, reconfinement, bilan épidémique, nouveaux traitements, mutation du virus… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2021-11-17,https://www.liberation.fr/societe/sante/en-direct-covid-19-retrouvez-les-dernieres-informations-liees-a-la-pandemie-de-coronavirus-20211117_VC5ZGQ4RZFE3JHVDNKSLOD7HNI/
Covid-19 : la pilule de Pfizer examinée en urgence par l’Agence européenne des médicaments,"Vaccination, reconfinement, bilan épidémique, nouveaux traitements, mutation du virus… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2021-11-19,https://www.liberation.fr/societe/en-direct-covid-19-retrouvez-les-dernieres-informations-sur-lepidemie-20211119_QC6C44KUUVAJZBZ7JWLTP52O7I/
Rappel de vaccin anti-Covid : «On aurait pu employer d’autres méthodes pour persuader»,"Inquiètes face à la cinquième vague, les personnes les plus vulnérables défilent déjà dans les centres de vaccination pour leur rappel.",2021-11-25,https://www.liberation.fr/societe/sante/rappel-de-vaccin-anti-covid-on-aurait-pu-employer-dautres-methodes-pour-persuader-20211125_ESMU3VHUVFF5XHCAGN5ABDYDMU/
Covid-19 : la vaccination des enfants à risques a débuté,"Depuis ce mercredi, la vaccination est ouverte aux enfants à risques ou vivant dans l’entourage de personnes immunodéprimées. Un premier pas vers la vaccination des 5-11 ans, suspendue à une décision de la Haute Autorité de santé.",2021-12-15,https://www.liberation.fr/societe/sante/covid-19-la-vaccination-des-enfants-a-risques-a-debute-20211215_UGVUNXOY6BHL7KQKH3ZFAZB2OY/
"Le Covid-19 reste «une menace», met en garde l’OMS",Trois variant du virus font l’objet d’une surveillance renforcée et  un quatrième doit venir se joindre à cette cohorte même s’il ne présente pas de gravité accrue de la maladie.,2023-11-21,https://www.liberation.fr/societe/sante/le-covid-19-reste-une-menace-met-en-garde-loms-20231121_PSBCN4MM4VDDFILYNSXURAMZUU/
Vaccins anti-Covid : allez tous vous faire inoculer,"La vaccination reste, pour les épidémiologistes, la meilleure protection contre le risque d’une quatrième vague, liée à la forte progression du variant delta. Mais elle doit venir accompagner une politique sanitaire plus large.",2021-06-29,https://www.liberation.fr/societe/sante/vaccins-anti-covid-allez-tous-vous-faire-inoculer-20210629_4RNIMBILPZFOTCMCJXLRH23ASE/
"Vaccination sans rendez-vous ce week-end,  le variant delta pas plus grave chez les enfants, accord entre l’UE et AstraZeneca... Le point sur la pandémie de Covid-19","Vaccination sans rendez-vous ce week-end, 15 millions de doses de vaccins jetées depuis mars aux Etats-Unis, accord entre l’UE et AstraZeneca... Le point sur la pandémie de Covid-19.",2021-09-03,https://www.liberation.fr/societe/sante/vaccination-sans-rendez-vous-ce-week-end-le-variant-delta-pas-plus-grave-chez-les-enfants-accord-entre-lue-et-astrazeneca-le-point-sur-la-pandemie-de-covid-19-20210903_CQLVP2XJ35DULH37RIOAUZKBBE/
"Covid-19 : les Etats-Unis autorisent la vaccination à partir de 5 ans, et la France ?","L’Europe et la France suivront-elles les Etats-Unis dans son choix de vacciner les 5-11 ans contre le Covid-19 ? Dans l’attente du feu vert des autorités de santé, une partie du débat est déjà posée.",2021-11-03,https://www.liberation.fr/societe/sante/covid-19-les-etats-unis-autorisent-la-vaccination-a-partir-de-5-ans-et-la-france-20211103_F6BH6VVZGJAU3OKHDEWTWU7L7U/
Covid-19 : «Israël ne serait pas sorti de la quatrième vague sans la troisième dose»,Israël recommande la troisième dose de vaccin anti-Covid depuis plusieurs mois. Le professeur Cyrille Cohen a mené une étude sur l’efficacité de ce rappel. Il détaille ses résultats pour «Libération».,2021-11-07,https://www.liberation.fr/societe/sante/covid-19-israel-ne-serait-pas-sorti-de-la-quatrieme-vague-sans-la-troisieme-dose-20211107_OY7TSIRTUZCH5AGBDYMEMRKSNE/
Covid-19 : les chiffres de la Drees montrent-ils une forte baisse de l’efficacité des vaccins ?,"Les statistiques du ministère de la Santé suggèrent une protection vaccinale déclinante contre les hospitalisations, en particulier chez les plus âgés. Mais cette tendance pourrait aussi être la conséquence de différences de comportements.",2021-11-17,https://www.liberation.fr/checknews/covid-19-les-chiffres-de-la-drees-montrent-ils-une-forte-baisse-de-lefficacite-des-vaccins-20211117_TFJ5JAPDHFFRPJI3QBQZTZYZBY/
Une contamination récente au Covid-19 compte-t-elle comme une dose de rappel ?,Le ministre de la Santé a annoncé jeudi l’extension de la campagne de rappel de vaccination contre le Covid-19 à l’ensemble des adultes et son intégration progressive au pass sanitaire.,2021-11-25,https://www.liberation.fr/checknews/une-contamination-recente-au-covid-19-compte-elle-comme-une-dose-de-rappel-20211125_EYMWPY7JIJFFLOUBVDEACS4AF4/
Covid-19 : injections sans rendez-vous pour les non-vaccinés à partir de ce mardi,"Tout comme les plus de 65 ans en quête d’une dose de rappel, les non-vaccinés peuvent désormais se rendre directement en centre de vaccination pour obtenir leur première dose, confirme à «Libération» le cabinet du ministre de la Santé.",2021-12-07,https://www.liberation.fr/societe/sante/covid-19-injections-sans-rendez-vous-pour-les-non-vaccines-a-partir-de-ce-mardi-20211207_NZ5J2XPMOFF45DWDLCTS7O5IOE/
Covid : les parents de jeunes enfants majoritairement opposés à leur vaccination,"Selon une étude Elabe, 68% des parents d’enfants de 5 à 11 ans sont défavorables à la vaccination. L’avis du comité consultatif national d’éthique (CCNE) est attendu ce jeudi.",2021-12-16,https://www.liberation.fr/societe/sante/covid-les-parents-de-jeunes-enfants-majoritairement-opposes-a-leur-vaccination-20211216_BAMTLTHGMNAGFL4BPEQYMM5Q2M/
Covid-19 : plus d’un million de cas quotidiens dans le monde,"Cinquième vague, troisième dose, variant omicron, bilan épidémique, nouveaux traitements… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2021-12-30,https://www.liberation.fr/societe/sante/en-direct-retrouvez-les-dernieres-actualites-liees-a-la-crise-du-coronavirus-20211230_XC4J3F3MJ5E77NIXIVY5KQGPVQ/
Vaccin contre le Covid-19: Sanofi sort enfin de la seringue,"Après de multiples retards, le groupe français, en collaboration avec le britannique GSK, annonce des résultats positifs à grande échelle pour son produit. Prochaine étape : obtenir l’aval des autorités sanitaires pour le distribuer.",2022-02-23,https://www.liberation.fr/societe/sante/vaccin-contre-le-covid-19-sanofi-sort-enfin-de-la-seringue-20220223_AT6WUH2FWVHKFGO2G5B474FB6E/
Covid-19: l’Agence européenne du médicament pas encore convaincue de la nécessité d’une deuxième dose de rappel,"Alors que les taux d’infection augmentent à nouveau en Europe, l’EMA ne recommande toujours pas de quatrième dose dans toute la population.",2022-03-18,https://www.liberation.fr/societe/sante/covid-19-lagence-europeenne-du-medicament-pas-encore-convaincue-de-la-necessite-dune-deuxieme-dose-de-rappel-20220318_MUNLVUQCPBFIREXFEQJ5NXXHRQ/
Nouvelle campagne de vaccination contre le Covid : «C’est un travail d’équipe pour convaincre les patients»,"Face à la reprise épidémique, la campagne automnale a été avancée à ce lundi 2 octobre, ciblant les populations les plus à risques. La plupart des patients se montrent prêts à suivre les consignes de leurs professionnels de santé.",2023-10-01,https://www.liberation.fr/societe/sante/nouvelle-campagne-de-vaccination-contre-le-covid-les-patients-shabituent-un-peu-comme-pour-la-grippe-20231001_DMR4CSJXKRHDXP3KD3PZMWQ2KU/
"Covid-19: moins de 3 500 patients en réanimation, la baisse se poursuit","Vaccination, reconfinement, déconfinement, bilan épidémique, mutation du virus, avancées médicales et scientifiques… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2021-05-24,https://www.liberation.fr/societe/retrouvez-les-dernieres-informations-sur-lepidemie-de-covid-19-20210524_AODRK4I6ONC5DNBRSA6PNEMVJM/
Covid : Irène Frachon insiste sur le «bénéfice prouvé et massif» de la vaccination,"Dans une tribune publiée par Le Parisien, la lanceuse d’alerte de l’affaire du Mediator dénonce l’utilisation de son nom par les anti-vaxx. Elle se dit convaincue «de la qualité, du sérieux et de l’efficacité des vaccins agréés en France».",2021-07-06,https://www.liberation.fr/societe/sante/covid-irene-frachon-insiste-sur-le-benefice-prouve-et-massif-de-la-vaccination-20210706_N73BXEPLBVHGBJGCKS34AIQRKY/
Covid-19 : ce que révèlent les chiffres de la quatrième vague au Royaume-Uni,"Outre-Manche, le pic de l’été n’a pas empêché une reprise deux semaines après. Les hôpitaux du pays restent, en partie, protégés par le fort taux de vaccination.",2021-08-31,https://www.liberation.fr/societe/sante/covid-19-ce-que-revelent-les-chiffres-de-la-quatrieme-vague-au-royaume-uni-20210831_BF2XLOB5SREJTD5SFLDX4SLJME/
Covid-19 : les centres de vaccination devraient fermer dans les prochains mois,"Ces centres, créés en pleine pandémie de Covid-19, pourront fermer d’ici quelques mois en fonction de l’évolution de la campagne vaccinale.",2021-09-14,https://www.liberation.fr/societe/sante/covid-19-les-centres-de-vaccination-devraient-fermer-dans-les-prochains-mois-20210914_DQYKBRNNDBEK5NLHVSFNFYNTQM/
"Sanofi arrête le développement de son vaccin contre le Covid-19, effets secondaires de la 3ème dose «similaires» à la 2ème, Pfizer se prépare à vacciner les 5-11 ans... Le point sur la pandémie ce mardi","Le point sur la pandémie, ce mardi",2021-09-28,https://www.liberation.fr/societe/sante/sanofi-arrete-le-developpement-de-son-vaccin-contre-le-covid-19-effets-secondaires-de-la-3eme-dose-similaires-a-la-2eme-pfizer-se-prepare-a-vacciner-les-5-11-ans-le-point-sur-la-pandemie-ce-mardi-20210928_KKR5HEMNFNC43JH3XB4GJSDCHQ/
En quoi les vaccins Covid destinés aux plus jeunes diffèreront-ils de ceux donnés aux adultes ?,"Chez les enfants de 5 à 11 ans, la dose de vaccin Comirnaty sera de 10 microgrammes, contre 30 microgrammes pour les plus de 12 ans.",2021-11-26,https://www.liberation.fr/checknews/en-quoi-les-vaccins-covid-destines-au-plus-jeunes-differeront-ils-de-ceux-donnes-aux-adultes-20211126_2DXW442MTFFARCL223FY6LHXPY/
Covid-19 : une épidémie «en forte progression» et 8 cas d’omicron en France,"Cinquième vague, troisième dose, bilan épidémique, nouveaux traitements, mutation du virus… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2021-12-02,https://www.liberation.fr/societe/sante/en-direct-covid-19-retrouvez-les-dernieres-informations-sur-lepidemie-de-coronavirus-20211202_FHZWHBJKHVBQPKKRCPJI3PEFN4/
Covid-19 : l’avis du comité d’éthique sur la vaccination des enfants devrait tomber jeudi,"Cinquième vague, dose de rappel, variant omicron, bilan épidémique, nouveaux traitements… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2021-12-13,https://www.liberation.fr/societe/sante/covid-19-retrouvez-les-dernieres-informations-sur-la-crise-sanitaire-liee-a-la-pandemie-20211213_Q7OIDSG7A5GOXH4ULCPKC6XJAQ/
Covid-19 : une quatrième dose de vaccin pour les immunodéprimés au Brésil,"Dans une circulaire, le ministère de la Santé brésilien préconise un nouveau rappel pour les personnes immunodéprimées et réduit de cinq à quatre mois le délai entre la deuxième et troisième dose pour le reste de la population.",2021-12-21,https://www.liberation.fr/international/amerique/covid-19-une-quatrieme-dose-de-vaccin-pour-les-immunodeprimes-au-bresil-20211221_QLSVAC7KY5CXJKDYSLB7U2VEDQ/
"Covid-19: quelle est la part des non-vaccinés dans les entrées en réanimation, selon les derniers chiffres?","Alors que plusieurs responsables de services de réanimation expliquent voir arriver une très grande majorité de non-vaccinés dans leurs unités, la moyenne, au niveau national, est proche de 50%.",2021-12-22,https://www.liberation.fr/checknews/covid-19-quelle-est-la-part-des-vaccines-dans-les-entrees-en-reanimation-selon-les-derniers-chiffres-20211222_Z6TWKSKPLBHOBA46QNCANHVBLY/
Covid-19 : où en sont les développements du traitement de Xenothera et du vaccin de Valneva ?,Les deux entreprises implantées dans la région nantaise attendent toujours le feu vert des autorités sanitaires françaises et européennes pour pouvoir commercialiser leur traitement ou leur vaccin made in France.,2022-01-07,https://www.liberation.fr/checknews/covid-19-ou-en-sont-les-developpements-du-traitement-de-xenothera-et-du-vaccin-de-valneva-20220107_XBPGGBKIINDWZBEEO7ULOH7QQI/
Covid-19: En France la situation se stabilise dans les services de réanimation,"Cinquième vague, troisième dose, variant omicron, bilan épidémique, nouveaux traitements… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2022-01-17,https://www.liberation.fr/societe/sante/en-direct-covid-19-retrouvez-les-dernieres-actualites-liees-a-la-crise-sanitaire-20220117_G2SHSVE5A5DZBGB3LA3STI5WUI/
"Trois questions sur le fluor dans l’eau du robinet, que Robert Kennedy Jr, le nouveau ministre de la Santé américain veut interdire","Robert F. Kennedy Jr., nouveau ministre nommé par Donald Trump, veut stopper la fluoration de l’eau courante, pratique qu’il juge dangereuse et à l’origine de cancer. Elle est pourtant considérée comme une grande réussite sanitaire.",2024-11-15,https://www.liberation.fr/societe/sante/trois-questions-sur-le-fluor-dans-leau-du-robinet-que-robert-kennedy-jr-le-nouveau-ministre-de-la-sante-americain-veut-interdire-20241115_EHUZKDWX6VHJJPRQAQJXOEQJXM/
Des bébés nés avec des anticorps anti-Covid grâce à la vaccination de leur mère,"De premiers résultats, en Israël et aux Etats-Unis, sur la vaccination des femmes enceintes laissent apparaître des effets positifs sur leurs enfants. Ils restent à consolider par des études de grande ampleur.",2021-03-17,https://www.liberation.fr/societe/sante/des-bebes-nes-avec-des-anticorps-anti-covid-grace-a-la-vaccination-de-leur-mere-20210317_PPQTSC6SVZAYBN3ASURB3YQZ24/
"Covid-19 : nouvelles restrictions en Inde, en Colombie et au Mali","Vaccination, reconfinement, bilan épidémique, mutation du virus… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2021-04-10,https://www.liberation.fr/societe/sante/covid-19-retrouvez-les-dernieres-informations-liees-a-la-pandemie-20210410_6LYUERARTNBTLGJHGKGGLBTPYA/
Covid-19 : le nombre de patients à l’hôpital continue de refluer en France,Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.,2021-05-25,https://www.liberation.fr/societe/sante/retrouvez-les-dernieres-informations-sur-lepidemie-de-covid-19-20210525_575YZ23BVFAPROGKR5I3ACJAE4/
"En Russie, la vaccination contre le Covid-19 à la traîne","Premier pays d’Europe à avoir homologué un vaccin anti-Covid, la Russie accuse pourtant un net retard en matière de vaccination. La faute au scepticisme de la population et à l’absence d’impulsion politique.",2021-06-01,https://www.liberation.fr/international/europe/en-russie-la-vaccination-contre-le-covid-19-a-la-traine-20210601_GKQEISXFIVFDLBZYAFHSYGLPOY/
"Non, le malaise cardiaque de Christian Eriksen n’est pas lié au vaccin contre le Covid-19","Plusieurs internautes mettent en cause la vaccination contre le Covid-19 dans le malaise cardiaque de Christian Eriksen, survenu samedi. Mais le milieu de terrain danois n’avait pas été vacciné.",2021-06-14,https://www.liberation.fr/checknews/non-le-malaise-cardiaque-de-christian-eriksen-nest-pas-lie-au-vaccin-contre-le-covid-19-20210614_APAX46QWONCQTP2GO2M32EGZCU/
Les vaccins contre le Covid-19 ont-ils la même efficacité selon l’âge ou le sexe ?,"La réponse immunitaire induite par la vaccination décline avec l’âge, et est légèrement moins marquée chez les hommes... Mais les études épidémiologiques confirment que la protection contre les infections symptomatiques reste très élevée.",2021-07-03,https://www.liberation.fr/checknews/les-vaccins-contre-le-covid-19-ont-ils-la-meme-efficacite-selon-lage-ou-le-sexe-20210703_OOZIZUFEQRG63PZCP3VJ3G5WMM/
Covid-19 : plus de cinq millions de Français à risque ne sont pas encore vaccinés,"En pleine reprise de l’épidémie, l’Assurance maladie alerte sur le nombre important de personnes souffrant de pathologies à ne pas avoir encore reçu leurs deux doses. Idem pour les personnes âgées.",2021-07-23,https://www.liberation.fr/societe/sante/covid-19-plus-de-cinq-millions-de-francais-a-risque-ne-sont-pas-encore-vaccines-20210723_GJR5ONH65VBUPE5IRIA2KUAH5I/
"Covid-19 : est-il vrai que 80% des hospitalisés sont non vaccinés, comme le dit la campagne du gouvernement ?","Les non-vaccinés sont encore, très majoritairement, davantage hospitalisés que les vaccinés. Mais à mesure que la campagne de vaccination va continuer à progresser, les vaccinés vont devenir majoritaires, rendant cet indicateur obsolète.",2021-09-03,https://www.liberation.fr/checknews/covid-19-est-il-vrai-que-80-des-hospitalises-sont-non-vaccines-comme-le-dit-la-campagne-du-gouvernement-20210903_LDKZGRV4J5C7DHL67YQL3IPZWA/
Covid : un «nombre important» d’échecs du vaccin Janssen en France,L’Agence nationale du médicament relève 32 cas d’infection chez des personnes déjà vaccinées avec le produit américain. Une deuxième dose est déjà recommandée pour ce vaccin initialement conçu pour être utilisé en une seule injection.,2021-09-14,https://www.liberation.fr/societe/sante/covid-un-nombre-important-dechecs-du-vaccin-janssen-en-france-20210914_FKBG4U632NHMPNZHANKYLLP25A/
"Covid-19 : en Allemagne, Merkel impose le pass sanitaire et la vaccination des soignants","L’Allemagne va généraliser les restrictions spécifiques pour les non-vaccinés, comme leur exclusion de certains lieux publics. Le pays va aussi rendre obligatoire la vaccination contre le Covid-19 pour les soignants.",2021-11-18,https://www.liberation.fr/international/europe/covid-19-en-allemagne-merkel-impose-le-pass-sanitaire-et-la-vaccination-des-soignants-20211118_GD73BCE23NELTPZPTBHNIYKPJQ/
"Vaccins contre le Covid-19: pour rassurer les anti-ARN, la carte Novavax et Janssen","La Haute Autorité de santé a donné son feu vert au vaccin du laboratoire américain Novavax. Avec le vaccin Janssen, il doit être fléché vers les «personnes réticentes face aux vaccins à ARNm».",2022-01-14,https://www.liberation.fr/societe/sante/vaccins-contre-le-covid-19-pour-rassurer-les-anti-arn-la-carte-novavax-et-janssen-20220114_NGUJGULNEVBYJPZJQ6Y2BQC5Q4/
Covid-19: Israël est-il allé trop vite avec la quatrième dose?,"L’Etat hébreu a décidé dès décembre que les plus de 60 ans, les immunodéprimés et les soignants pourront recevoir une quatrième dose de vaccin. Mais les premiers résultats d’une étude soulignent une protection «partiellement efficace».",2022-01-18,https://www.liberation.fr/checknews/covid-19-israel-est-il-alle-trop-vite-avec-la-quatrieme-dose-20220118_GHH24GQ5BFANHFFBQUWKQAJN4Q/
Covid-19 : le virus fera-t-il lui aussi sa rentrée ?,"Alors que toute l’Europe de l’ouest connaît une recrudescence des cas de Covid et que le nouveau variant «Pirola» a été détecté pour la première fois en France, les autorités préparent les nouvelles campagnes de vaccinations.",2023-09-03,https://www.liberation.fr/societe/sante/covid-19-le-virus-fera-t-il-lui-aussi-sa-rentree-20230903_UO4O5MINEZAUXPB72HQSQNRFUM/
"Couvre-feu en Martinique, Kylian Mbappé, campagne de vaccination contre le Covid… L’actu de ce mardi matin",L’essentiel de l’actualité de ce jour.,2024-10-15,https://www.liberation.fr/international/europe/couvre-feu-en-martinique-kylian-mbappe-campagne-de-vaccination-contre-le-covid-lactu-de-ce-mardi-matin-20241015_ZN6VYXAQUZEABF7HQRIB7KJZV4/
Vaccination contre le Covid-19 : Jean-François Delfraissy entrouvre la porte à une quatrième dose,"Alors que la campagne vaccinale de rappel est en cours, le président du Conseil scientifique a jugé lors de son audition au Sénat ce mercredi matin l’hypothèse d’une quatrième dose possible.",2021-12-08,https://www.liberation.fr/societe/sante/vaccination-contre-le-covid-19-jean-francois-delfraissy-entrouvre-la-porte-dune-quatrieme-dose-20211208_U3NSDFLIZ5DPFGSHWAUXDXEI4U/
Covid-19 : Paris suspend «jusqu’à nouvel ordre» tous les vols entre le Brésil et la France,"Vaccination, reconfinement, bilan épidémique, mutation du virus… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2021-04-13,https://www.liberation.fr/societe/sante/retrouvez-les-dernieres-informations-sur-lepidemie-de-covid-19-20210413_ALP34DFWARBONIMWLZBAECBEC4/
Covid-19 : vers une vaccination des animaux ?,"Alors que la Russie se lance dans la production d’un vaccin pour les carnivores, son utilité pour les animaux domestiques est questionnée par les spécialistes.",2021-04-27,https://www.liberation.fr/environnement/biodiversite/covid-19-vers-une-vaccination-des-animaux-20210427_JTKLFJ43EZEQXN72YDML5SLC4A/
La vaccination de tous les adultes contre le Covid-19 avancée au 31 mai,"En déplacement au centre de vaccination de Gagny, en Seine-Saint-Denis, le Premier ministre doit annoncer ce jeudi que toutes les personnes de plus de 18 ans pourraient se faire vacciner dès le 31 mai, soit deux semaines plus tôt que prévu.",2021-05-20,https://www.liberation.fr/societe/sante/la-vaccination-de-tous-les-adultes-contre-le-covid-19-avancee-de-deux-semaines-20210520_6SC7BJWBVRBZTMRSBWGYG5XPDA/
"Covid-19: en Guyane, «on jette des doses de vaccin par les fenêtres»","Dans les quartiers pauvres de Cayenne, on se méfie du vaccin. Contre le Covid, on lui préfère la force des esprits, surtout après la mort de deux personnes vaccinées.",2021-05-20,https://www.liberation.fr/societe/sante/covid-19-en-guyane-on-jette-des-doses-de-vaccin-par-les-fenetres-20210520_RCBRW3C2CRG2BGAIYTKYWJT6CE/
Covid-19 : la pression hospitalière poursuit sa décrue,"Vaccination, reconfinement, déconfinement, avancées scientifiques, bilan épidémique, mutation du virus… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2021-06-01,https://www.liberation.fr/societe/sante/retrouvez-les-dernieres-informations-sur-lepidemie-de-covid-19-20210601_JBPWXSWHCNEFXM4JHAMGHPGK3U/
Covid 19 : est-il vrai que la majorité des personnes hospitalisées en Israël sont vaccinées ?,"Les vaccinés hospitalisés sont proportionnellement bien moins nombreux que la part de personnes à risque vaccinées, démontrant que la vaccination réduit fortement le risque d’être admis à l’hôpital.",2021-08-09,https://www.liberation.fr/checknews/covid-19-est-il-vrai-que-la-majorite-des-personnes-hospitalisees-en-israel-sont-vaccinees-20210809_DNY3EN73LBFFJB7CUTWTYCFTUI/
Covid-19 : le vaccin bénéfique pour les femmes enceintes et leur futur nourrisson,"Désormais recommandée dès le premier trimestre de la grossesse, la vaccination protège les femmes enceintes, plus à risques que les autres face au variant delta, ainsi que leur futur enfant. De nombreuses études en attestent désormais.",2021-08-26,https://www.liberation.fr/societe/sante/covid-19-le-vaccin-benefique-pour-les-femmes-enceintes-et-leur-futur-nourrisson-20210826_GGMYJM7PX5FZPOLFY5MJHM62X4/
