ID,Titre,Sous-titre,Date,Lien
LIB_2021_076,Peut-on donner son sang après un vaccin contre le Covid-19 ?,"L’Etablissement français du sang (EFS) indique que, dans la grande majorité des cas, il est possible de donner son sang après une injection de vaccin contre le Covid-19, sans délai.",2021-08-10,https://www.liberation.fr/checknews/peut-on-donner-son-sang-apres-un-vaccin-contre-le-covid-19-20210810_6AAUVJP4C5EQDPXMASKZ42P3UY/
LIB_2022_077,Vaccination contre le Covid : un bon coût pour la Cour des comptes,"Elevé en valeur absolue pour les finances publiques, le coût de la vaccination serait par dose injectée «modeste», de l’ordre de 35 euros en 2021, selon un rapport dévoilé mercredi.",2022-12-14,https://www.liberation.fr/societe/sante/vaccination-contre-le-covid-un-bon-cout-pour-la-cour-des-comptes-20221214_7UTBUBBBYFCJPFA5THO53DLGTA/
LIB_2021_078,Covid-19 : observe-t-on un effet de la vaccination dans les Ehpad ?,"Deux mois après les premières vaccinations, la baisse du nombre de cas de Covid-19 dans les établissements sociaux et médico-sociaux commence à être palpable.",2021-03-05,https://www.liberation.fr/checknews/covid-19-observe-t-on-un-effet-de-la-vaccination-dans-les-ehpad-20210305_3R5673T7HJB3ZHVVQPUS54SLEI/
LIB_2021_079,Covid-19 : la France met le vaccin AstraZeneca entre parenthèses,"Emmanuel Macron a suspendu ce lundi l’utilisation du vaccin AstraZeneca, dans l’attente d’un nouvel avis du régulateur européen.",2021-03-15,https://www.liberation.fr/societe/sante/covid-19-la-france-suspend-la-vaccination-avec-astrazeneca-20210315_5BYM77CXWBCIVJZ6CSQYU62WTE/
LIB_2021_080,Washington favorable à la levée des brevets sur les vaccins anti-Covid-19,"Vaccination, reconfinement, bilan épidémique, mutation du virus… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2021-05-05,https://www.liberation.fr/societe/sante/retrouvez-toute-lactualite-sur-la-pandemie-de-covid-19-20210505_H3MLYZHNKNFVDLTMGZBBIVYTKU/
LIB_2023_081,"Covid-19, la menace fantôme","Si l’épidémie, banalisée par le pouvoir, ne représente plus «une urgence» selon l’OMS, il serait risqué de baisser la garde pour de bon, selon le médecin Christian Lehmann.",2023-05-07,https://www.liberation.fr/societe/sante/covid-19-la-menace-fantome-20230507_XR2IG644QFACPGZHA77TLZPTCY/
LIB_2021_082,Covid-19 : la Belgique reporte l’administration du vaccin Johnson & Johnson,"Vaccination, reconfinement, bilan épidémique, mutation du virus… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2021-04-14,https://www.liberation.fr/societe/sante/retrouvez-les-dernieres-informations-sur-lepidemie-de-covid-19-20210414_AWB3HXBRS5C23PFC3RT37C3HA4/
LIB_2021_083,Est-il vrai que les vaccins utilisés contre le Covid-19 sont toujours en phase d’évaluation ?,Les vaccins utilisés en Europe ont obtenu une autorisation conditionnelle. Les essais de phase 2 et 3 vont se poursuivre sur plusieurs années.,2021-05-30,https://www.liberation.fr/checknews/est-il-vrai-que-les-vaccins-utilises-contre-le-covid-19-sont-toujours-en-phase-devaluation-20210530_DWNZBLZDJZAJBKC7V6ZYABDUTY/
LIB_2022_084,Grippe et Covid-19 : les vaccinations à la peine en France,"La neuvième vague de coronavirus coïncide avec une épidémie de grippe qui s’accélère dans le pays, alors que le rythme des injections, lui, ne décolle pas. Qui peut se faire vacciner et pourquoi ?",2022-11-30,https://www.liberation.fr/societe/sante/grippe-et-covid-19-les-vaccinations-a-la-peine-en-france-20221130_4ATHFHAXSFGXBIXNQWFYPFYYCI/
LIB_2023_085,Covid-19 : la vaccination ne sera plus obligatoire pour entrer aux Etats-Unis à partir du 11 mai,Lundi 2 mai le pays a décidé de mettre fin à l’état d’urgence de 2020 en levant les restrictions concernant l’obligation d’être vacciné. Cette décision prise en février sera effective dès le 11 mai pour tous les voyageurs et fonctionnaires.,2023-05-02,https://www.liberation.fr/international/amerique/covid-19-la-vaccination-ne-sera-plus-obligatoire-pour-entrer-aux-etats-unis-a-partir-du-11-mai-20230502_6GN75TF5QVADNNCJ3RQ56WDJRE/
LIB_2021_086,Vaccin : toutes les personnes infectées par le Covid-19 ne recevront-elles qu’une seule injection ?,La Haute autorité de santé considère qu’une personne qui a déjà contracté le virus n’a besoin que d’une seule dose de vaccin.,2021-03-02,https://www.liberation.fr/checknews/vaccin-toutes-les-personne-infectees-par-le-covid-19-ne-recevront-elles-quune-seule-une-injection-20210302_DE4BLLIMARAH7H5FU6QXX5UWZU/
LIB_2021_087,Le vaccin contre la Covid-19 ne doit pas être laissé au marché,"Faire du vaccin un bien public mondial permettrait d’éviter les conflits entre nations, partenaires commerciaux, et d’accélérer la production et les campagnes de vaccination.",2021-04-06,https://www.liberation.fr/idees-et-debats/tribunes/le-vaccin-contre-la-covid-19-ne-doit-pas-etre-laisse-au-marche-20210406_KFO25ZYRDFEAPG6LTAGAHCHBCI/
LIB_2022_088,"Covid-19: près de 20 millions de morts auraient été évités grâce aux vaccins, surtout dans les pays riches",Une première estimation de l’impact de la vaccination estime que le nombre de morts dans le monde en 2021 aurait pu être supérieur de deux tiers en absence de vaccination. Elle met aussi à jour l’écart entre les nations.,2022-06-24,https://www.liberation.fr/societe/sante/covid-19-pres-de-20-millions-de-morts-auraient-ete-evites-grace-aux-vaccins-surtout-dans-les-pays-riches-20220624_LY7EXZ3OLBD5RC6OA5GZM3U7BM/
LIB_2022_089,La campagne d’affichage antivaccins Covid-19 de Réinfo Liberté à Toulouse est-elle légale?,"Huit affiches aux messages opposés aux vaccins contre le Covid-19 sont visibles mercredi dans les rues de Toulouse, selon la mairie. La municipalité et la préfecture se sont saisies du dossier.",2022-08-17,https://www.liberation.fr/checknews/la-campagne-daffichage-antivaccins-covid-19-de-reinfo-liberte-a-toulouse-est-elle-legale-20220817_2MHPDMV4ZJG3TMYWR6JATK2L5Q/
LIB_2020_090,"Non, les vaccins à ARN messager contre le Covid-19 ne feront pas de nous des OGM",Divers commentateurs affirment que les vaccins anti-Covid développés par les sociétés Pfizer et Moderna représentent un risque pour l’intégrité de notre génome. Une crainte injustifiée.,2020-12-09,https://www.liberation.fr/checknews/2020/12/09/non-les-vaccins-a-arn-messager-contre-le-covid-19-ne-feront-pas-de-nous-des-ogm_1808053/
LIB_2021_091,Covid-19 : quel est l’impact de la vaccination sur les risques d’hospitalisation en France ?,La première étude sur la vaccination réalisée dans l’Hexagone montre une forte réduction du risque d’hospitalisation pour les personnes vaccinées.,2021-05-22,https://www.liberation.fr/checknews/covid-19-quel-est-limpact-de-la-vaccination-sur-les-risques-dhospitalisation-en-france-20210522_DOUOL6VHCVBZ3FGVBZ2AV6T26A/
LIB_2022_092,Alain Fischer recommande-t-il désormais les vaccins anti-Covid uniquement aux personnes âgées?,"Contrairement à ce que suggèrent divers internautes hostiles à la vaccination, les propos de l’ancien président du Conseil d’orientation de la stratégie ne concernent que la seconde dose de rappel.",2022-08-03,https://www.liberation.fr/checknews/alain-fischer-recommande-t-il-desormais-les-vaccins-anti-covid-uniquement-aux-personnes-agees-20220803_AA5V6G6OH5HI7GHEOXZ4JHYUWU/
LIB_2022_093,Transmission du Covid-19 : les autorités ont-elles menti sur l’efficacité du vaccin pour justifier les pass sanitaire et vaccinal ?,"Indéterminés lors de la mise sur le marché des vaccins, les effet significatifs sur la transmission du virus ont été établis dans les mois suivants.",2022-10-14,https://www.liberation.fr/checknews/transmission-du-covid-19-les-autorites-ont-elles-menti-sur-lefficacite-du-vaccin-pour-justifier-les-pass-sanitaire-et-vaccinal-20221014_JEAR5KU73RFNTPRDWQCLHSNZQE/
LIB_2022_094,Est-il désormais acté que les vaccins contre le Covid-19 perturbent les cycles menstruels ?,"Les «saignement menstruels abondants» peuvent être considérés comme un effet secondaire de Pfizer et Moderna, d’après le comité européen de pharmacovigilance.",2022-11-01,https://www.liberation.fr/checknews/est-il-desormais-acte-que-les-vaccins-contre-le-covid-19-perturbent-les-cycles-menstruels-20221101_G5YY4G3KVRD57GWLFXAX7TVK34/
LIB_2021_095,En direct - Covid-19 : Emmanuel Macron promet un vaccin pour «tous les Français» «d’ici la fin de l’été»,"Vaccination, reconfinement, bilan épidémique, mutation du virus… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2021-02-02,https://www.liberation.fr/societe/sante/en-direct-covid-19-les-dernieres-informations-20210202_USWEE34OMNC2TOBQ6DATSCMOJE/
LIB_2021_096,Covid-19 : les vaccins sont-ils inefficaces contre les variants sud-africain et brésilien ?,"L’efficacité des vaccins est bien diminuée face aux variants sud-africains et brésiliens. Toutefois, certains vaccins semblent plus pénalisés que d’autres.",2021-03-31,https://www.liberation.fr/checknews/covid-19-les-vaccins-sont-ils-inefficaces-contre-les-variants-sud-africain-et-bresilien-20210331_UP4O2COKOFEFHMHKGYQFA2TZLQ/
LIB_2022_097,Covid-19: l’UE approuve des premiers vaccins adaptés au variant omicron,Des versions des vaccins de Pfizer et Moderna adaptées au sous-variant d’Omicron BA.1 ont été autorisées par le régulateur européen des médicaments. D’autres versions ciblant les lignages BA.4 et BA.5 sont attendues à l’automne.,2022-09-01,https://www.liberation.fr/societe/sante/covid-19-lue-approuve-des-premiers-vaccins-adaptes-au-variant-omicron-20220901_5KJKQ4U6M5HRVBH5AEDNF7D46U/
LIB_2022_098,Covid-19: une campagne vaccinale en haute lassitude,"La hausse rapide du nombre de cas a poussé plus de Français à se faire vacciner, mais il reste de la marge pour toucher les quelque 8 millions de personnes encore éligibles à la quatrième dose.",2022-06-30,https://www.liberation.fr/societe/sante/covid-19-lassitude-vaccinale-20220630_6VFYPZCD2VAW7JUJQDVIW2RMK4/
LIB_2021_099,Covid-19 : peut-on changer de vaccin pour la deuxième dose ?,Le Royaume-Uni lance un essai clinique pour tester l’idée de changer de vaccin pour effectuer la deuxième injection. L’étude portera sur les produits de Pfizer-BioNTech et AstraZeneca-Oxford.,2021-02-05,https://www.liberation.fr/societe/sante/covid-19-peut-on-changer-de-vaccin-pour-la-deuxieme-dose-20210205_JWRKX6T6LZBGRJF7F6YZWWOWMM/
LIB_2021_100,Covid-19 : la vaccination des enfants dans la balance,"Après les Etats-Unis et Israël, l’Europe autorise la vaccination des 5-11 ans, tandis que la validation semble proche en France. Mais la question de la pertinence de cette mesure face à la vague actuelle de Covid-19 fait débat.",2021-11-25,https://www.liberation.fr/societe/sante/covid-19-la-vaccination-des-enfants-dans-la-balance-20211125_6VR5LC3AWJAGZGL3PHMD2LUJ4M/
LIB_2021_101,Covid-19 : la Haute Autorité de santé recommande uniquement la vaccination des 5-11 ans à risque,"La HAS a rendu ce mardi un premier avis sur la vaccination de cette tranche d’âge, recommandant de la limiter pour l’instant aux seuls enfants susceptibles de faire une forme grave ou vivant dans l’entourage de personnes immunodéprimées.",2021-11-30,https://www.liberation.fr/societe/sante/covid-19-la-haute-autorite-de-sante-recommande-uniquement-la-vaccination-des-5-11-ans-a-risque-20211130_MFB276EWSZERXCSKXT5ET6P76U/
LIB_2022_102,Covid-19 : quels pays imposent la vaccination ?,"L’Italie a décidé de rendre la piqure obligatoire pour toutes les personnes âgées de 50 ans et plus. En Europe, seule l’Autriche a pris une décision plus ferme en l’imposant à tous les adultes. Tour d’horizon de l’obligation vaccinale.",2022-01-06,https://www.liberation.fr/societe/sante/covid-19-quels-pays-imposent-la-vaccination-20211119_3XWHJQPHZ5GBXLPLQMPJ2N2IFQ/
LIB_2022_103,"Non, un article scientifique ne démontre pas que les vaccins anti-Covid détraquent le système immunitaire","L’article, publié sur le site «Food and Chemical Toxicology», multiplie extrapolations et raisonnements douteux. Plusieurs de ses auteurs ont déjà été épinglés pour des déclarations farfelues ou mensongères sur la vaccination et le Covid.",2022-05-06,https://www.liberation.fr/checknews/non-un-article-scientifique-ne-demontre-pas-que-les-vaccins-anti-covid-detraquent-le-systeme-immunitaire-20220506_3ZDMQXHUC5CO5LCQSXMKQYRTEY/
LIB_2022_104,«Forbes» a-t-il donné tort à «CheckNews» au sujet de la perte d’efficacité du vaccin contre le Covid-19?,"Plusieurs soutiens de Didier Raoult affirment qu’une étude danoise évoquée par le magazine américain démontre l’inefficacité du vaccin contre les formes graves de Covid, contredisant ainsi «CheckNews».",2022-05-17,https://www.liberation.fr/checknews/forbes-a-t-il-donne-tort-a-checknews-au-sujet-de-la-perte-defficacite-du-vaccin-contre-le-covid-19-20220517_Z4FCWUUWAZECDOZAQOZHY2EBGE/
LIB_2021_105,Covid-19 : que sait-on de l’efficacité des vaccins contre les variants britannique et sud-africain ?,Une moindre efficacité de certains vaccins contre le variant sud-africain est soupçonnée suite à la présentations de données préliminaires. Ces recherches doivent toutefois être approfondies.,2021-02-08,https://www.liberation.fr/checknews/covid-19-que-sait-on-de-lefficacite-des-vaccins-contre-les-variants-britannique-et-sud-africain-20210208_U47TQ2XWSBBFDJB3VCAC57MLIU/
LIB_2021_106,EN DIRECT - Covid-19 : la France franchit les 30 000 nouveaux cas détectés en une journée,"Vaccination, reconfinement, bilan épidémique, nouveaux traitements, mutation du virus… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2021-11-23,https://www.liberation.fr/societe/sante/en-direct-covid-19-israel-lance-la-vaccination-pour-les-enfants-de-5-a-11-ans-20211123_SFPLC5CPYRDZJBA7ZYSF77JHII/
LIB_2022_107,Covid-19 : le seuil des 130 000 décès a été franchi,"Variant omicron, cinquième vague, dose de rappel, bilan épidémique, nouveaux traitements, pass vaccinal… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2022-01-27,https://www.liberation.fr/societe/sante/en-direct-covid-19-retrouvez-les-dernieres-informations-liees-a-la-crise-sanitaire-20220127_5SJ66YWG7VDR5EM3VZLHSGMRMU/
LIB_2022_108,"Les vaccins anti-Covid, qualifiés de «médicaments» par Jean-François Delfraissy, sont-ils si «particuliers»?","Par cette formule employée lors d’une interview sur France Info, le président du Conseil scientifique désigne en réalité le fait que la vaccination a pour effet de prévenir les formes graves de Covid-19.",2022-01-28,https://www.liberation.fr/checknews/les-vaccins-anti-covid-qualifies-de-medicaments-par-jean-francois-delfraissy-sont-ils-si-particuliers-20220128_4SCTYN4QXBCMFHDJLIYPBUWMMA/
LIB_2023_109,Pfizer vient-il de reconnaître le risque de myocardite et de péricardite lié au vaccin anti-Covid ?,Plusieurs comptes antivax affirment que le laboratoire pharmaceutique a publié un communiqué de presse affirmant définitivement que le vaccin à ARNm «présente des risques accrus» de myocardite et de péricardite.,2023-10-21,https://www.liberation.fr/checknews/pfizer-vient-il-de-reconnaitre-le-risque-de-myocardite-et-de-pericardite-lie-au-vaccin-anti-covid-20231021_VA3NPLORR5GBRM5YAVQCRJJJEM/
LIB_2021_110,Le Luxembourg attribue-t-il onze décès aux vaccins anti-Covid alors que la France n’en comptabilise aucun ?,Une confusion sur les chiffres luxembourgeois et français laisse penser que le Grand-Duché imputerait plusieurs décès directement à la campagne de vaccination quand la France s’y refuserait.,2021-12-01,https://www.liberation.fr/checknews/le-luxembourg-attribue-t-il-onze-deces-aux-vaccins-anti-covid-alors-que-la-france-nen-comptabilise-aucun-20211201_TDRR7UREGRFMBLF2CAUQB62GTA/
LIB_2021_111,Covid-19 : est-il vrai que les départements les «plus vaccinés» ne connaissent pas moins de cas que les autres ?,"Le site covidosceptique Réinfo Covid affirme, graphique à l’appui, que l’incidence de Covid-19 dans les départements est sans relation avec la couverture vaccinale. Mais cette affirmation est basée sur des chiffres un peu biaisés.",2021-12-02,https://www.liberation.fr/checknews/covid-19-est-il-vrai-que-les-departements-les-plus-vaccines-ne-connaissent-pas-moins-de-cas-que-les-autres-20211202_5OWWPVKKHRB4JD2U3EWDB2MTOY/
LIB_2022_112,Est-il vrai que la vaccination obligatoire ne peut pas être imposée parce que le vaccin est encore «expérimental»?,Des arguments relayés notamment par Nicolas Dupont-Aignan supposent que l’Etat refuse de rendre la vaccination obligatoire car le vaccin est encore en expérimentation et que la responsabilité en cas d’effets secondaires serait trop lourde.,2022-01-07,https://www.liberation.fr/checknews/est-il-vrai-que-la-vaccination-obligatoire-ne-peut-pas-etre-imposee-parce-que-le-vaccin-est-encore-experimental-20220107_L7C2BHX4ZFDNPPAMWYVM7YVUTA/
LIB_2022_113,Quatrième dose de vaccin contre le Covid-19: «Un deuxième rappel ne servirait pas à grand-chose pour les plus jeunes»,"Brigitte Autran, épidémiologiste et membre du Conseil d’orientation de la stratégie vaccinale, revient pour «Libération» sur l’intérêt de l’ouverture d’un nouveau rappel de vaccin pour les plus de 60 ans.",2022-04-07,https://www.liberation.fr/societe/sante/quatrieme-dose-de-vaccin-contre-le-covid-19-un-deuxieme-rappel-ne-servirait-pas-a-grand-chose-pour-les-plus-jeunes-20220407_SXAIT7W5EFBF5INXUIEJICK63Q/
LIB_2021_114,Les Etats-Unis lancent la vaccination des 5-11 ans contre le Covid-19,"Quelques heures seulement après l’aval des Centres de prévention et de lutte contre les maladies (CDC), des premiers jeunes Américains ont reçu une première dose de vaccin contre le coronavirus.",2021-11-03,https://www.liberation.fr/international/amerique/les-etats-unis-lancent-la-vaccination-des-5-11-ans-contre-le-covid-19-20211103_O4DXZ2WVVBEPFCA4ZDTLX2FQCA/
LIB_2021_115,Covid-19 : face à la menace omicron la vaccination des enfants se précise pour janvier,"Lundi, le conseil de défense sanitaire va se pencher sur un calendrier crédible pour ouvrir la vaccination à tous les enfants de 5 à 11 ans sur la base du volontariat. Une mesure visant à contenir la propagation probable du variant omicron.",2021-12-05,https://www.liberation.fr/societe/sante/covid-19-face-a-la-menace-omicron-la-vaccination-des-enfants-se-precise-pour-janvier-20211205_R5SZNIRFYFDQ5ENDICG3ONBQZM/
LIB_2021_116,La mortalité des pilotes de ligne américains a-t-elle progressé de 1750% à cause des vaccins anti-Covid ?,"La page d’un magazine rendant hommage à des pilotes de ligne décédés ces dernières années a été utilisée pour suggérer, à tort, que la vaccination aurait provoqué une explosion du nombre de décès.",2021-12-24,https://www.liberation.fr/checknews/la-mortalite-des-pilotes-de-ligne-americains-a-t-elle-progresse-de-1750-a-cause-des-vaccins-anti-covid-20211224_U5PRTL4SMJHW3BPVYRR5KMXE6A/
LIB_2023_117,Vaccination : les socialistes doivent être les défenseurs de la gauche des Lumières,"La proposition de loi sur la réintégration des soignants non vaccinés va à l’encontre des valeurs portées par la gauche, celle qui croit à la science et non celle qui se lie aux populistes, pointent des personnalités socialistes.",2023-05-06,https://www.liberation.fr/idees-et-debats/tribunes/vaccination-les-socialistes-doivent-etre-les-defenseurs-de-la-gauche-des-lumieres-20230506_YEBJQ7BQQFAGRPUVDKYCYXYKQA/
LIB_2024_118,"Mpox : une deuxième dose de vaccin recommandée en France, les personnes concernées restent inchangées","La Haute autorité de santé (HAS) a publié ce lundi 2 septembre ses nouvelles recommandations concernant la maladie, dont la circulation augmente avec le nouveau variant «clade 1».",2024-09-02,https://www.liberation.fr/societe/sante/mpox-une-deuxieme-dose-de-vaccin-recommandee-en-france-les-personnes-concernees-restent-inchangees-20240902_JQRHYOEHZRDTHDGYCIZ4IVIS4I/
LIB_2021_119,Vaccins contre le Covid et cycles menstruels : pas de lien établi à ce jour mais l’ANSM reste vigilante,"L’Agence nationale de sécurité du médicament avait classé cet été les perturbations des cycles menstruels comme «signal potentiel» après une vaccination. Dans de nouveaux rapports, l’agence indique poursuivre ses études.",2021-10-01,https://www.liberation.fr/societe/sante/vaccins-contre-le-covid-et-cycles-menstruels-pas-de-lien-etabli-a-ce-jour-mais-lansm-reste-vigilante-20211001_OONCSYB63RHP3JV3FF4UVZIWXY/
LIB_2021_120,"Covid-19 : au Royaume-Uni, la vaccination réduit le nombre de morts malgré la flambée","Toujours en avance sur la vague, le Royaume-Uni est un bon exemple de ce qui attend la France. Bonne nouvelle, la vaccination réduit fortement le nombre de décès causés par le coronavirus malgré le dynamisme de l’épidémie outre-Manche.",2021-11-16,https://www.liberation.fr/societe/sante/covid-19-au-royaume-uni-la-vaccination-reduit-le-nombre-de-morts-malgre-la-flambee-20211116_ANWN2EYD5RGUZMQYQJ2YVVHW44/
LIB_2021_121,Covid-19 : ce qu’il faut retenir de la journée sur le front de la pandémie,"Vaccination, reconfinement, bilan épidémique, nouveaux traitements, mutation du virus… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2021-11-17,https://www.liberation.fr/societe/sante/en-direct-covid-19-retrouvez-les-dernieres-informations-liees-a-la-pandemie-de-coronavirus-20211117_VC5ZGQ4RZFE3JHVDNKSLOD7HNI/
LIB_2021_122,Covid-19 : la pilule de Pfizer examinée en urgence par l’Agence européenne des médicaments,"Vaccination, reconfinement, bilan épidémique, nouveaux traitements, mutation du virus… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2021-11-19,https://www.liberation.fr/societe/en-direct-covid-19-retrouvez-les-dernieres-informations-sur-lepidemie-20211119_QC6C44KUUVAJZBZ7JWLTP52O7I/
LIB_2021_123,Rappel de vaccin anti-Covid : «On aurait pu employer d’autres méthodes pour persuader»,"Inquiètes face à la cinquième vague, les personnes les plus vulnérables défilent déjà dans les centres de vaccination pour leur rappel.",2021-11-25,https://www.liberation.fr/societe/sante/rappel-de-vaccin-anti-covid-on-aurait-pu-employer-dautres-methodes-pour-persuader-20211125_ESMU3VHUVFF5XHCAGN5ABDYDMU/
LIB_2021_124,Covid-19 : la vaccination des enfants à risques a débuté,"Depuis ce mercredi, la vaccination est ouverte aux enfants à risques ou vivant dans l’entourage de personnes immunodéprimées. Un premier pas vers la vaccination des 5-11 ans, suspendue à une décision de la Haute Autorité de santé.",2021-12-15,https://www.liberation.fr/societe/sante/covid-19-la-vaccination-des-enfants-a-risques-a-debute-20211215_UGVUNXOY6BHL7KQKH3ZFAZB2OY/
LIB_2023_125,"Le Covid-19 reste «une menace», met en garde l’OMS",Trois variant du virus font l’objet d’une surveillance renforcée et  un quatrième doit venir se joindre à cette cohorte même s’il ne présente pas de gravité accrue de la maladie.,2023-11-21,https://www.liberation.fr/societe/sante/le-covid-19-reste-une-menace-met-en-garde-loms-20231121_PSBCN4MM4VDDFILYNSXURAMZUU/
LIB_2021_126,Vaccins anti-Covid : allez tous vous faire inoculer,"La vaccination reste, pour les épidémiologistes, la meilleure protection contre le risque d’une quatrième vague, liée à la forte progression du variant delta. Mais elle doit venir accompagner une politique sanitaire plus large.",2021-06-29,https://www.liberation.fr/societe/sante/vaccins-anti-covid-allez-tous-vous-faire-inoculer-20210629_4RNIMBILPZFOTCMCJXLRH23ASE/
LIB_2021_127,"Vaccination sans rendez-vous ce week-end,  le variant delta pas plus grave chez les enfants, accord entre l’UE et AstraZeneca... Le point sur la pandémie de Covid-19","Vaccination sans rendez-vous ce week-end, 15 millions de doses de vaccins jetées depuis mars aux Etats-Unis, accord entre l’UE et AstraZeneca... Le point sur la pandémie de Covid-19.",2021-09-03,https://www.liberation.fr/societe/sante/vaccination-sans-rendez-vous-ce-week-end-le-variant-delta-pas-plus-grave-chez-les-enfants-accord-entre-lue-et-astrazeneca-le-point-sur-la-pandemie-de-covid-19-20210903_CQLVP2XJ35DULH37RIOAUZKBBE/
LIB_2021_128,"Covid-19 : les Etats-Unis autorisent la vaccination à partir de 5 ans, et la France ?","L’Europe et la France suivront-elles les Etats-Unis dans son choix de vacciner les 5-11 ans contre le Covid-19 ? Dans l’attente du feu vert des autorités de santé, une partie du débat est déjà posée.",2021-11-03,https://www.liberation.fr/societe/sante/covid-19-les-etats-unis-autorisent-la-vaccination-a-partir-de-5-ans-et-la-france-20211103_F6BH6VVZGJAU3OKHDEWTWU7L7U/
LIB_2021_129,Covid-19 : «Israël ne serait pas sorti de la quatrième vague sans la troisième dose»,Israël recommande la troisième dose de vaccin anti-Covid depuis plusieurs mois. Le professeur Cyrille Cohen a mené une étude sur l’efficacité de ce rappel. Il détaille ses résultats pour «Libération».,2021-11-07,https://www.liberation.fr/societe/sante/covid-19-israel-ne-serait-pas-sorti-de-la-quatrieme-vague-sans-la-troisieme-dose-20211107_OY7TSIRTUZCH5AGBDYMEMRKSNE/
LIB_2021_130,Covid-19 : les chiffres de la Drees montrent-ils une forte baisse de l’efficacité des vaccins ?,"Les statistiques du ministère de la Santé suggèrent une protection vaccinale déclinante contre les hospitalisations, en particulier chez les plus âgés. Mais cette tendance pourrait aussi être la conséquence de différences de comportements.",2021-11-17,https://www.liberation.fr/checknews/covid-19-les-chiffres-de-la-drees-montrent-ils-une-forte-baisse-de-lefficacite-des-vaccins-20211117_TFJ5JAPDHFFRPJI3QBQZTZYZBY/
LIB_2021_131,Une contamination récente au Covid-19 compte-t-elle comme une dose de rappel ?,Le ministre de la Santé a annoncé jeudi l’extension de la campagne de rappel de vaccination contre le Covid-19 à l’ensemble des adultes et son intégration progressive au pass sanitaire.,2021-11-25,https://www.liberation.fr/checknews/une-contamination-recente-au-covid-19-compte-elle-comme-une-dose-de-rappel-20211125_EYMWPY7JIJFFLOUBVDEACS4AF4/
LIB_2021_132,Covid-19 : injections sans rendez-vous pour les non-vaccinés à partir de ce mardi,"Tout comme les plus de 65 ans en quête d’une dose de rappel, les non-vaccinés peuvent désormais se rendre directement en centre de vaccination pour obtenir leur première dose, confirme à «Libération» le cabinet du ministre de la Santé.",2021-12-07,https://www.liberation.fr/societe/sante/covid-19-injections-sans-rendez-vous-pour-les-non-vaccines-a-partir-de-ce-mardi-20211207_NZ5J2XPMOFF45DWDLCTS7O5IOE/
LIB_2021_133,Covid : les parents de jeunes enfants majoritairement opposés à leur vaccination,"Selon une étude Elabe, 68% des parents d’enfants de 5 à 11 ans sont défavorables à la vaccination. L’avis du comité consultatif national d’éthique (CCNE) est attendu ce jeudi.",2021-12-16,https://www.liberation.fr/societe/sante/covid-les-parents-de-jeunes-enfants-majoritairement-opposes-a-leur-vaccination-20211216_BAMTLTHGMNAGFL4BPEQYMM5Q2M/
LIB_2021_134,Covid-19 : plus d’un million de cas quotidiens dans le monde,"Cinquième vague, troisième dose, variant omicron, bilan épidémique, nouveaux traitements… Retrouvez les dernières informations sur la crise sanitaire liée à la pandémie de Covid-19.",2021-12-30,https://www.liberation.fr/societe/sante/en-direct-retrouvez-les-dernieres-actualites-liees-a-la-crise-du-coronavirus-20211230_XC4J3F3MJ5E77NIXIVY5KQGPVQ/
LIB_2022_135,Vaccin contre le Covid-19: Sanofi sort enfin de la seringue,"Après de multiples retards, le groupe français, en collaboration avec le britannique GSK, annonce des résultats positifs à grande échelle pour son produit. Prochaine étape : obtenir l’aval des autorités sanitaires pour le distribuer.",2022-02-23,https://www.liberation.fr/societe/sante/vaccin-contre-le-covid-19-sanofi-sort-enfin-de-la-seringue-20220223_AT6WUH2FWVHKFGO2G5B474FB6E/
LIB_2022_136,Covid-19: l’Agence européenne du médicament pas encore convaincue de la nécessité d’une deuxième dose de rappel,"Alors que les taux d’infection augmentent à nouveau en Europe, l’EMA ne recommande toujours pas de quatrième dose dans toute la population.",2022-03-18,https://www.liberation.fr/societe/sante/covid-19-lagence-europeenne-du-medicament-pas-encore-convaincue-de-la-necessite-dune-deuxieme-dose-de-rappel-20220318_MUNLVUQCPBFIREXFEQJ5NXXHRQ/
LIB_2023_137,Nouvelle campagne de vaccination contre le Covid : «C’est un travail d’équipe pour convaincre les patients»,"Face à la reprise épidémique, la campagne automnale a été avancée à ce lundi 2 octobre, ciblant les populations les plus à risques. La plupart des patients se montrent prêts à suivre les consignes de leurs professionnels de santé.",2023-10-01,https://www.liberation.fr/societe/sante/nouvelle-campagne-de-vaccination-contre-le-covid-les-patients-shabituent-un-peu-comme-pour-la-grippe-20231001_DMR4CSJXKRHDXP3KD3PZMWQ2KU/
