Titre,Sous-titre,Date,Lien
L’Afrique face à un embouteillage de vaccins contre le Covid-19,La plupart des pays sont incapables de distribuer les millions de doses envoyées de manière désordonnée par les pays riches. Seulement 16 % des Africains sont vaccinés.,2022-04-21,https://www.lemonde.fr/afrique/article/2022/04/21/l-afrique-face-a-un-embouteillage-de-vaccins-contre-le-covid-19_6123148_3212.html
"Covid-19 : le difficile retour en classe des élèves au Pérou, après deux ans loin de l’école",La fermeture des établissements scolaires a été une mesure largement acceptée par les enseignants et les parents d’élèves. Mais le décrochage et ses nombreuses conséquences sont jugés préoccupants.,2022-04-19,https://www.lemonde.fr/international/article/2022/04/19/apres-deux-ans-loin-des-bancs-de-l-ecole-le-difficile-retour-en-classe-des-eleves-peruviens_6122688_3210.html
Covid-19 : le Royaume-Uni autorise le vaccin du laboratoire franco-autrichien Valneva,Cette autorisation survient sept mois après une énorme déception pour le groupe : la résiliation par le gouvernement britannique d’un contrat portant sur 100 millions de doses.,2022-04-14,https://www.lemonde.fr/planete/article/2022/04/14/covid-19-le-royaume-uni-autorise-le-vaccin-du-laboratoire-franco-autrichien-valneva_6122142_3244.html
"Covid-19 : les plus de 80 ans éligibles à une quatrième dose de vaccin, annonce Jean Castex","Sans remettre en cause sa stratégie de levée des restrictions, le premier ministre a reconnu un rebond épidémique et dit vouloir « accompagner les personnes les plus vulnérables ».",2022-03-12,https://www.lemonde.fr/planete/article/2022/03/12/covid-19-les-plus-de-80-ans-eligibles-a-une-quatrieme-dose-de-vaccin-annonce-jean-castex_6117283_3244.html
Covid-19 : une quatrième dose de vaccin pour les plus de 80 ans et les plus fragiles,La mesure a été décidée alors que les contaminations repartent à la hausse. Le conseil scientifique invite le gouvernement à envisager un élargissement aux plus de 65 ans avec des facteurs de risque.,2022-03-13,https://www.lemonde.fr/planete/article/2022/03/13/covid-19-une-quatrieme-dose-de-vaccin-pour-les-plus-de-80-ans-et-les-plus-fragiles_6117356_3244.html
Covid-19 : les centres de vaccination ferment progressivement leurs portes,"Début avril, il ne restera plus que quelques centres actifs, contre 1 500 au cœur de l’été 2021. Pharmaciens et médecins vont prendre le relais.",2022-03-18,https://www.lemonde.fr/planete/article/2022/03/18/covid-19-les-centres-de-vaccination-ferment-progressivement-leurs-portes_6118018_3244.html
Vaccin anti-Covid-19 : la quatrième dose ouverte aux 60-79 ans,"Après les personnes de plus de 80 ans, la tranche inférieure de la population « à risque » va pouvoir recevoir un deuxième rappel, afin de se protéger contre les formes graves.",2022-04-07,https://www.lemonde.fr/planete/article/2022/04/07/vaccin-anti-covid-19-la-quatrieme-dose-ouverte-aux-60-79-ans_6121088_3244.html
"Covid-19 : en Allemagne, les députés votent contre la vaccination obligatoire pour les plus de 60 ans","Le camouflet est de taille pour le successeur d’Angela Merkel, Olaf Scholz, qui s’était prononcé à l’automne pour une vaccination obligatoire pour tous les adultes, promise pour « fin février ou début mars ».",2022-04-07,https://www.lemonde.fr/international/article/2022/04/07/covid-19-en-allemagne-les-deputes-votent-contre-la-vaccination-obligatoire-pour-les-plus-de-60-ans_6121046_3210.html
"Covid-19 : en France, une décrue qui surprend par sa lenteur","Le virus circule toujours de façon très intense. La météo, la baisse de l’immunité conférée par les vaccins et le moindre recours aux gestes barrières pourraient expliquer cette résistance.",2022-04-15,https://www.lemonde.fr/planete/article/2022/04/15/covid-19-en-france-une-decrue-qui-surprend-par-sa-lenteur_6122394_3244.html
"« La mort est encore là » : les restrictions sont progressivement levées, mais le Covid-19 continue de faire des victimes","La maladie continue à tuer en France, avec plus de 160 morts par jour. Mais l’épidémie semble s’éloigner de plus en plus des préoccupations d’une majorité de la population.",2022-03-09,https://www.lemonde.fr/planete/article/2022/03/09/covid-19-quand-ca-frappe-dans-l-intimite-le-reel-revient-comme-un-boomerang-la-mort-est-encore-la_6116680_3244.html
Du complotisme sur le Covid-19 à la tentation du soutien à Vladimir Poutine,"Dans cette communauté très présente sur les réseaux sociaux, la guerre en Ukraine est souvent vue comme une énième manipulation des masses, et les éléments de propagande de Moscou trouvent des relais.",2022-03-11,https://www.lemonde.fr/les-decodeurs/article/2022/03/11/du-militantisme-antivax-a-la-tentation-du-soutien-a-vladimir-poutine_6117066_4355770.html
"Covid-19 : 30% des femmes enceintes ne sont pas vaccinées, les autorités sanitaires s’inquiètent",Certains professionnels de santé regrettent que les autorités sanitaires ne tirent la sonnette d’alarme que maintenant.,2022-02-27,https://www.lemonde.fr/planete/article/2022/02/27/covid-19-alerte-sur-la-sous-vaccination-des-femmes-enceintes_6115409_3244.html
Covid-19 : le grand gaspillage des vaccins périmés,"En France, ce sont 218 000 doses, uniquement d’AstraZeneca, qui ont dû être jetées pour avoir dépassé la date limite d’utilisation, d’après la direction générale de la santé.",2022-03-29,https://www.lemonde.fr/sciences/article/2022/03/29/pandemie-de-covid-19-le-grand-gaspillage-des-vaccins_6119589_1650684.html
"En Afrique, la lutte contre les « grandes tueuses » freinée par le Covid-19","Le sida, la tuberculose, le paludisme et la rougeole montrent des signes inquiétants de reprise depuis l’apparition du premier cas de SARS-CoV-2, il y a deux ans.",2022-04-04,https://www.lemonde.fr/afrique/article/2022/04/04/en-afrique-la-lutte-contre-les-grandes-tueuses-freinee-par-le-covid-19_6120562_3212.html
"Au Kenya, le vaccin contre le paludisme commence à faire ses preuves","Le Mosquirix, recommandé par l’Organisation mondiale de la santé, est testé depuis 2019 dans le pays, dans le cadre d’un programme pilote.",2022-01-05,https://www.lemonde.fr/afrique/article/2022/01/05/au-kenya-le-vaccin-contre-le-paludisme-commence-a-faire-ses-preuves_6108282_3212.html
Pourquoi la Chine n’est pas prête à abandonner l’objectif de zéro Covid,"Faible taux de vaccination des seniors, manque d’infrastructures médicales, peur du virus : malgré une politique zéro Covid toujours plus coûteuse, la Chine n’est pas prête à changer de stratégie.",2022-03-24,https://www.lemonde.fr/planete/article/2022/03/24/pourquoi-la-chine-n-est-pas-prete-a-abandonner-l-objectif-de-zero-covid_6118940_3244.html
Vaccin contre le Covid-19 : les autorités sanitaires américaines donnent leur aval pour la reprise de la vaccination Johnson &amp; Johnson,"La campagne utilisant ce produit avait été suspendue aux Etats-Unis le 13 avril, après des cas rares de thrombose. De son coté, L’Agence européenne des médicaments a affirmé que les bénéfices d’un autre vaccin, celui d’AstraZeneca, continuaient de l’emporter sur les risques.",2021-04-23,https://www.lemonde.fr/planete/article/2021/04/23/vaccin-astrazeneca-les-benefices-continuent-de-l-emporter-sur-les-risques-selon-l-agence-europeenne-des-medicaments_6077824_3244.html
Les Français de Shanghaï privés de vote à l’élection présidentielle à cause du confinement,"Les mesures prises pour endiguer la propagation du Covid-19 dans la plus grande ville de Chine empêchent l’ouverture des bureaux de vote, dimanche 10 avril, pour les 4 622 ressortissants français inscrits sur les listes électorales.",2022-04-08,https://www.lemonde.fr/international/article/2022/04/08/a-shanghai-4-600-francais-prives-de-voter-a-l-election-presidentielle-par-le-confinement_6121267_3210.html
Passe vaccinal : ces vaccinés qui renoncent à la dose de rappel en misant sur la fin des mesures,"Alors que le gouvernement envisage l’allégement, voire la suppression, du passe vaccinal, certaines personnes doublement vaccinées préfèrent patienter pour éviter une troisième dose.",2022-02-19,https://www.lemonde.fr/planete/article/2022/02/19/je-conserve-les-gestes-barriere-et-j-attends-le-printemps-ces-vaccines-qui-misent-sur-la-fin-du-passe-vaccinal_6114377_3244.html
"« Il nous faut construire une santé participative au quotidien, avec les patients et les usagers »","TRIBUNE. La « promesse » de la loi Kouchner sur les droits des malades réclame d’être « relancée » affirme, dans une tribune au « Monde », Christian Saout, représentant des usagers au collège de la Haute Autorité de santé. Il propose de confier le débat public à des autorités indépendantes et de l’appuyer sur les associations de terrain pour aller vers les populations les plus éloignées du système de santé.",2022-03-22,https://www.lemonde.fr/idees/article/2022/03/22/il-nous-faut-construire-une-sante-participative-au-quotidien-avec-les-patients-et-les-usagers_6118559_3232.html
Une flambée de grippe accompagne la fin du port du masque obligatoire,"Avec la reprise de l’école et la levée de la plupart des mesures barrières, tous les indicateurs de la grippe grimpent en flèche. Mais la mortalité liée à ce virus reste limitée.",2022-03-29,https://www.lemonde.fr/planete/article/2022/03/29/une-flambee-de-grippe-accompagne-la-fin-du-port-du-masque-obligatoire_6119616_3244.html
Covid-19 : le Chili déploie la quatrième dose de vaccin,"S’appuyant sur un dense réseau sanitaire de proximité, le pays garde une longueur d’avance en Amérique latine sur la vaccination.",2022-01-13,https://www.lemonde.fr/planete/article/2022/01/13/covid-19-le-chili-deploie-la-quatrieme-dose-de-vaccin_6109349_3244.html
Covid-19 : seuls 2 % des enfants de 5 à 11 ans ont reçu une dose de vaccin en France,"Amorcée le 20 décembre, la vaccination des 5-11 ans connaît un démarrage plus que poussif, selon les chiffres du ministère des solidarités et de la santé.",2022-01-12,https://www.lemonde.fr/planete/article/2022/01/12/covid-19-debuts-poussifs-pour-la-vaccination-des-enfants_6109130_3244.html
Vaccin Covid-19 : le délai d’attente de quinze minutes après le rappel n’est plus systématique,"Aucun « cas concernant des effets indésirables graves » n’a été signalé aux autorités sanitaires « dans la période de surveillance de quinze minutes post-vaccination », explique la direction générale de la santé.",2022-01-06,https://www.lemonde.fr/planete/article/2022/01/06/vaccin-covid-19-le-delai-d-attente-de-quinze-minutes-apres-le-rappel-est-supprime_6108456_3244.html
Covid-19 : la vaccination des enfants de 5 à 11 ans approuvée par la Haute Autorité de santé,La HAS recommande le vaccin de Pfizer « du fait de son efficacité vaccinale contre les variants [...] et de son profil de tolérance satisfaisant ». Le gouvernement pourrait commencer la vaccination dès ce mercredi.,2021-12-20,https://www.lemonde.fr/planete/article/2021/12/20/covid-19-la-vaccination-des-enfants-de-5-a-11-ans-approuvee-par-la-haute-autorite-de-sante_6106812_3244.html
"A Saint-Denis, Christiane Taubira suscite l’espoir de ses soutiens et amende sa position vis-à-vis du vaccin contre le Covid-19","L’ancienne ministre de la justice, qui a déclaré vendredi « envisager » une candidature à la présidentielle, était samedi en Seine-Saint-Denis. L’occasion de s’afficher avec ses partisans et de clarifier sa position sur la vaccination contre le Covid-19 après un moment de flou.",2021-12-18,https://www.lemonde.fr/election-presidentielle-2022/article/2021/12/18/a-saint-denis-christiane-taubira-suscite-l-espoir-de-ses-soutiens-et-reste-prudente-sur-la-politique-vaccinale_6106641_6059010.html
Covid-19 : « Le vaccin sera une chance pour les enfants et leurs familles »,"TRIBUNE. La vaccination des jeunes Français présente des risques faibles et des bénéfices avérés en termes d’infections, d’hospitalisations et de décès évités, estiment, dans une tribune au « Monde », cinq spécialistes de la santé, qui s’inquiètent des réserves émises par certains pédiatres.",2021-12-09,https://www.lemonde.fr/idees/article/2021/12/09/covid-19-le-vaccin-sera-une-chance-pour-les-enfants-et-leurs-familles_6105283_3232.html
Covid-19 : Sanofi demande le feu vert pour son vaccin,"Après plusieurs mois de retard, le laboratoire pharmaceutique a annoncé des résultats de phase 3 positifs pour son vaccin. Il lui reste à obtenir l’aval des autorités de santé pour débuter les premières livraisons.",2022-02-24,https://www.lemonde.fr/planete/article/2022/02/24/covid-19-sanofi-demande-le-feu-vert-pour-son-vaccin_6115063_3244.html
Covid-19 : le vaccin Moderna approuvé pour les 6 ans et plus par l’Agence européenne des médicaments,"Le vaccin était jusqu’ici autorisé à partir de 12 ans au sein des vingt-sept pays de l’Union européenne. L’AEM a également donné son aval à la dose de rappel du vaccin anti-Covid-19 de Pfizer-BioNTech, appelé Comirnaty, pour les enfants de 12 ans et plus.",2022-02-24,https://www.lemonde.fr/planete/article/2022/02/24/covid-19-le-vaccin-moderna-approuve-pour-les-6-ans-et-plus-par-l-agence-europeenne-des-medicaments_6115130_3244.html
"Covid-19 : Sanofi va demander l’approbation réglementaire de son vaccin, avec presque un an de retard","Le géant pharmaceutique français et son associé britannique GSK, qui n’ont pas encore rendu publiques les études sur lesquelles s’appuient leurs résultats, ont rapporté que leur vaccin s’était montré efficace pour éviter toute hospitalisation liée au Covid-19.",2022-02-23,https://www.lemonde.fr/planete/article/2022/02/23/covid-19-sanofi-va-demander-l-approbation-reglementaire-de-son-vaccin-avec-presque-un-an-de-retard-sur-le-calendrier-prevu_6114932_3244.html
Passe vaccinal : le renforcement qui a lieu le 15 février en question,"Avec la décrue de la cinquième vague de Covid-19 et les annonces d’allégement qui se succèdent, le renforcement du passe vaccinal ce 15 février intervient-il à contretemps ?",2022-02-15,https://www.lemonde.fr/planete/article/2022/02/15/covid-19-l-utilite-du-passe-vaccinal-en-debat_6113712_3244.html
Covid-19 : la HAS recommande de réserver le vaccin Janssen aux personnes présentant une contre-indication aux vaccins à ARN messager,"La Haute Autorité de santé précise également, conformément à ses avis antérieurs, qu’il convient de privilégier l’utilisation des vaccins à ARNm pour la première administration.",2022-02-21,https://www.lemonde.fr/planete/article/2022/02/21/covid-19-la-has-recommande-de-reserver-le-vaccin-janssen-aux-personnes-presentant-une-contre-indication-aux-vaccins-a-arn-messager_6114631_3244.html
Covid-19 : Olivier Véran détaille les critères pour lever le passe vaccinal,"Après Israël, l’Angleterre et le Danemark, qui ont supprimé leur passe vaccinal ou sanitaire, la France pourrait à son tour renoncer à ce dispositif contesté, à l’approche de la présidentielle.",2022-02-22,https://www.lemonde.fr/planete/article/2022/02/22/covid-19-olivier-veran-detaille-les-criteres-pour-lever-le-passe-vaccinal_6114742_3244.html
L’Afrique face au Covid : six pays africains auront leur propre production de vaccin ARNm,"L’Afrique du Sud, l’Egypte, le Kenya, le Nigeria, le Sénégal et la Tunisie ont été choisis pour permettre au continent de fabriquer les produits de santé dont il a besoin.",2022-02-18,https://www.lemonde.fr/afrique/article/2022/02/18/l-afrique-face-au-covid-six-pays-africains-auront-leur-propre-production-de-vaccin-arnm_6114217_3212.html
Covid-19 : à la recherche des vaccins de nouvelle génération,"Protéger non seulement contre les formes graves, mais aussi élever des barrières plus efficaces contre l’infection, les variants et l’affaiblissement progressif de l’immunité vaccinale : industriels et laboratoires publics explorent le maximum d’options.",2022-02-21,https://www.lemonde.fr/sciences/article/2022/02/21/a-la-recherche-des-vaccins-de-nouvelle-generation-contre-le-covid-19_6114654_1650684.html
"Covid-19 : Boris Johnson annonce la levée des principales restrictions en Angleterre, les malades ne seront plus obligés de s’isoler dès jeudi","Le premier ministre britannique présentait son plan pour « vivre avec le coronavirus », lundi, devant le Parlement.",2022-02-21,https://www.lemonde.fr/international/article/2022/02/21/covid-19-boris-johnson-annonce-la-levee-des-principales-restrictions-en-angleterre-les-malades-ne-seront-plus-obliges-de-s-isoler-des-jeudi_6114651_3210.html
"La Nouvelle-Calédonie abroge l’obligation vaccinale décidée en septembre, la Guadeloupe repousse l’application du passe vaccinal","Seulement 66 % des Néo-Calédoniens ont reçu deux doses de vaccin, quand moins de 50 % de la population guadeloupéenne a reçu une première dose.",2022-02-24,https://www.lemonde.fr/planete/article/2022/02/24/la-nouvelle-caledonie-abroge-l-obligation-vaccinale-decidee-en-septembre_6115032_3244.html
« Le refus de la vaccination exprime une critique qui va au-delà de la question de santé publique »,"La médecin et philosophe Anne-Marie Moulin revient sur la notion d’« hésitation vaccinale » qui, selon elle, ne rend pas compte de la diversité des motivations.",2022-02-19,https://www.lemonde.fr/sciences/article/2022/02/19/le-refus-de-la-vaccination-exprime-une-critique-qui-va-au-dela-de-la-question-de-sante-publique_6114440_1650684.html
"Covid-19 : le vaccin de Pfizer approuvé pour les enfants de 5 à 11 ans, annonce le régulateur européen","« Cette vaccination, si elle était décidée en France, ne commencerait pas avant le début de l’année 2022 », a de son côté déclaré le ministre de la santé français, Olivier Véran.",2021-11-25,https://www.lemonde.fr/planete/article/2021/11/25/covid-19-le-vaccin-de-pfizer-approuve-pour-les-enfants-de-5-a-11-ans-annonce-le-regulateur-europeen_6103575_3244.html
La pilule anti-Covid de Merck autorisée en Afrique du Sud,Le traitement oral freine la maladie en limitant la capacité du virus SARS-CoV-2 à se dupliquer. Il peut aussi être prescrit en prévention aux adultes à haut risque.,2022-02-18,https://www.lemonde.fr/afrique/article/2022/02/18/la-pilule-anti-covid-de-merck-autorisee-en-afrique-du-sud_6114260_3212.html
Vaccination contre le Covid-19 : êtes-vous éligible à une dose de rappel à partir du 27 novembre ?,Les règles concernant l’administration d’une « troisième dose » de vaccin ont été modifiées pour faire face à la cinquième vague de l’épidémie en France.,2021-11-20,https://www.lemonde.fr/les-decodeurs/article/2021/11/20/covid-19-etes-vous-deja-eligible-a-une-troisieme-dose-de-vaccin_6102932_4355770.html
"Covid-19 : au Soudan du Sud, une campagne pour « apporter le vaccin au plus près des gens »","La nouvelle stratégie de vaccination prévoit de réduire l’écart entre les ruraux et les urbains d’une part, les hommes et les femmes d’autre part.",2021-11-23,https://www.lemonde.fr/afrique/article/2021/11/23/covid-19-au-soudan-du-sud-une-campagne-pour-apporter-le-vaccin-au-plus-pres-des-gens_6103286_3212.html
Covid-19 : une inégale répartition des vaccins dans l’Union européenne,Des données inédites montrent que les pays du nord et de l’ouest ont privilégié les vaccins à ARN et ceux du sud et de l’est les vaccins à vecteur viral d’AstraZeneca et Janssen.,2022-02-16,https://www.lemonde.fr/planete/article/2022/02/16/covid-19-une-inegale-repartition-des-vaccins-dans-l-union-europeenne_6113841_3244.html
Covid-19 : Israël met fin à l’utilisation du passe sanitaire,"Le pays avait été l’un des premiers à mettre en place un passe sanitaire. Il n’était pas nécessaire pour accéder aux cafés, restaurants et salles de sport, mais il fallait le présenter dans les cinémas ou les salles de concerts.",2022-02-17,https://www.lemonde.fr/international/article/2022/02/17/covid-19-israel-met-fin-a-l-utilisation-du-passe-sanitaire_6114137_3210.html
"Covid-19 dans le monde : AstraZeneca annonce que son vaccin est efficace à 76 %, la Suède reprend la vaccination pour les plus de 65 ans","Après une mise à jour de ses données, le laboratoire suédo-britannique a légèrement révisé à la baisse le taux d’efficacité de son vaccin sur les cas symptomatiques.",2021-03-25,https://www.lemonde.fr/planete/article/2021/03/25/covid-19-dans-le-monde-astrazeneca-annonce-que-son-vaccin-est-efficace-a-76_6074373_3244.html
Vaccin contre le Covid-19 : la perspective d’une troisième dose pour tous les adultes se précise,"Selon le conseil scientifique et le conseil d’orientation de la stratégie vaccinale, l’élargissement du rappel à tous les adultes, six mois après la vaccination, pourrait permettre de « freiner l’épidémie et réduire le nombre de formes graves ».",2021-11-22,https://www.lemonde.fr/planete/article/2021/11/22/vaccin-covid-19-la-perspective-d-une-troisieme-dose-se-precise_6103186_3244.html
Pourquoi « Le Monde » a attendu avant d’annoncer la mort de Luc Montagnier,"Le décès du colauréat du prix Nobel de médecine 2008 n’a été confirmé que le 10 février, soit deux jours après sa survenue. Si « Le Monde » et d’autres médias ont attendu cette confirmation pour annoncer la nouvelle, ce n’est évidemment pas pour dissimuler celle-ci, ce que certains internautes ont pu imaginer, mais bien pour s’assurer de sa véracité.",2022-02-11,https://www.lemonde.fr/le-monde-et-vous/article/2022/02/11/pourquoi-le-monde-a-attendu-avant-d-annoncer-la-mort-de-luc-montagnier_6113272_6065879.html
Covid-19 : l’Autriche instaure officiellement la vaccination obligatoire,"Face à un taux de vaccination qui ne décolle pas, les Autrichiens de plus de 18 ans doivent dorénavant se faire vacciner contre le Covid-19 sous peine d’encourir une forte amende.",2022-02-05,https://www.lemonde.fr/planete/article/2022/02/05/covid-19-l-autriche-instaure-officiellement-la-vaccination-obligatoire_6112473_3244.html
Passe vaccinal : l’exécutif n’exclut pas d’y mettre fin dès la « fin mars » ou « début avril »,"Si les indicateurs de contamination sont en baisse, ceux qui suivent la situation hospitalière poursuivent leur hausse. Le nombre de décès quotidiens à l’hôpital avoisine les 300, en hausse de plus de 9 % en sept jours.",2022-02-09,https://www.lemonde.fr/planete/article/2022/02/09/l-executif-n-exclut-pas-de-mettre-fin-au-passe-vaccinal-des-la-fin-mars-ou-debut-avril_6112985_3244.html
"En Espagne, plus de la moitié des enfants de 5 à 11 ans ont reçu la première dose contre le Covid-19",L’Espagne est l’un des pays d’Europe les plus avancés en matière de vaccination infantile.,2022-02-04,https://www.lemonde.fr/planete/article/2022/02/04/en-espagne-plus-de-la-moitie-des-enfants-de-5-a-11-ans-ont-recu-la-premiere-dose_6112312_3244.html
"Covid-19 : au Rwanda, une politique de vaccination efficace mais controversée",Le pays a administré deux doses à environ la moitié de ses 13 millions d’habitants et une dose de rappel à plus de 1 million de personnes.,2022-01-31,https://www.lemonde.fr/afrique/article/2022/01/31/covid-19-au-rwanda-une-politique-de-vaccination-efficace-mais-controversee_6111717_3212.html
Vaccination contre le Covid-19 des enfants de moins de 5 ans : Pfizer demande une autorisation aux Etats-Unis,"La demande, déposée auprès de l’Agence américaine des médicaments (FDA), concerne une série de deux doses, mais elle devra à terme en comporter trois.",2022-02-02,https://www.lemonde.fr/planete/article/2022/02/02/pfizer-demande-l-autorisation-de-son-vaccin-contre-le-covid-19-pour-les-moins-de-5-ans-aux-etats-unis_6111953_3244.html
"Covid-19 : le Maroc rouvrira son espace aérien le 7 février, après plus de deux mois de fermeture",La construction d’une usine de fabrication de vaccins contre le Covid-19 a été lancée pour assurer l’autosuffisance du royaume en la matière.,2022-01-28,https://www.lemonde.fr/afrique/article/2022/01/28/covid-19-apres-plus-de-deux-mois-de-fermeture-le-maroc-va-rouvrir-son-espace-aerien-le-7-fevrier_6111299_3212.html
Passe vaccinal : votre document sera-t-il toujours valide le 15 février ?,"Le gouvernement considère désormais qu’une troisième dose n’est plus nécessaire après deux injections et une infection. Dans le même temps, les délais pour faire le rappel ont été réduits.",2022-02-03,https://www.lemonde.fr/les-decodeurs/article/2022/02/03/avec-les-nouvelles-regles-votre-passe-vaccinal-sera-t-il-toujours-valide-le-15-fevrier_6112221_4355770.html
Covid-19 : la France déplore plus de 130 000 morts depuis le début de l’épidémie,"Moins de deux ans après le début de la pandémie, le coronavirus circule toujours largement. Santé publique France a encore recensé un peu moins de 400 000 nouveaux cas en vingt-quatre heures.",2022-01-28,https://www.lemonde.fr/planete/article/2022/01/28/covid-19-la-france-deplore-plus-de-130-000-morts-depuis-le-debut-de-l-epidemie_6111300_3244.html
"Covid-19 : sous la pression de l’opinion publique, le Québec assouplit les sévères restrictions imposées à la population","Le gouvernement de la province canadienne renonce au couvre-feu et aux fermetures de commerce imposées pour faire face à la cinquième vague, trop impopulaires.",2022-01-27,https://www.lemonde.fr/planete/article/2022/01/27/covid-19-sous-la-pression-de-l-opinion-publique-le-quebec-assouplit-les-severes-restrictions-imposees-a-la-population_6111265_3244.html
Covid-19 : accord européen pour permettre aux personnes vaccinées de ne pas se faire tester avant de voyager au sein de l’UE,"La recommandation adoptée par les ministres des affaires européennes n’est pas contraignante, chaque Etat restant libre de s’y conformer ou non.",2022-01-25,https://www.lemonde.fr/international/article/2022/01/25/covid-19-accord-europeen-pour-permettre-aux-personnes-vaccinees-de-ne-pas-se-faire-tester-avant-de-voyager-au-sein-de-l-ue_6110909_3210.html
Covid-19 : l’accord d’un seul parent à nouveau suffisant pour vacciner un enfant,"Dans un premier temps, l’accord d’un seul parent était suffisant. Puis, le 6 janvier, le ministère de la santé avait annoncé que l’accord écrit des deux parents devenait nécessaire.",2022-01-25,https://www.lemonde.fr/planete/article/2022/01/25/covid-19-l-accord-d-un-seul-parent-a-nouveau-suffisant-pour-vacciner-un-enfant_6110936_3244.html
Christiane Taubira favorable à la vaccination obligatoire plutôt qu’au passe vaccinal,"« Faisons-le franchement », a dit la candidate à la présidentielle au sujet de l’obligation vaccinale, en partant du principe que le passe y ressemble déjà beaucoup.",2022-01-25,https://www.lemonde.fr/election-presidentielle-2022/article/2022/01/25/covid-19-christiane-taubira-favorable-a-la-vaccination-obligatoire-plutot-qu-au-passe-vaccinal_6110878_6059010.html
"Covid-19 : en Afrique du Sud, premier pays confronté à Omicron, la décrue est bien engagée",Les enseignements de la dernière vague provoquée par ce variant plus transmissible mais moins sévère commencent à être tirés.,2022-01-04,https://www.lemonde.fr/afrique/article/2022/01/04/en-afrique-du-sud-premier-pays-confronte-a-omicron-la-decrue-est-bien-engagee_6108191_3212.html
« La nécessité de vacciner 70 % de la population africaine contre le Covid-19 mérite débat »,"L’AFRIQUE EN 2022. Le professeur Yap Boum, représentant du réseau de recherche Epicentre, plaide pour une riposte à la pandémie adaptée aux réalités locales.",2022-01-10,https://www.lemonde.fr/afrique/article/2022/01/10/la-necessite-de-vacciner-70-de-la-population-africaine-contre-le-covid-19-merite-debat_6108914_3212.html
Covid-19 : la Cour de justice de la République classe sans suite près de 20 000 plaintes types déposées contre des ministres,"Rédigées en des termes identiques, ces plaintes dénoncent notamment le passe sanitaire et la promotion de la vaccination contre le Covid-19.",2022-01-24,https://www.lemonde.fr/planete/article/2022/01/24/covid-19-la-cour-de-justice-de-la-republique-classe-sans-suite-pres-de-20-000-plaintes-types-deposees-contre-des-ministres_6110800_3244.html
"Covid-19 dans le monde : vaccination pour les enfants aux Etats-Unis, nouvelles restrictions chinoises, et inquiétudes allemandes","Les Etats-Unis ont autorisé, vendredi, le vaccin de Pfizer-BioNTech contre le Covid-19 pour les 5 à 11 ans, une nouvelle grande étape de la campagne d’immunisation.",2021-10-29,https://www.lemonde.fr/planete/article/2021/10/29/les-etats-unis-autorisent-le-vaccin-de-pfizer-contre-le-covid-19-pour-les-5-11-ans_6100397_3244.html
"Omicron : malgré un raz-de-marée de cas, plusieurs pays européens allègent leurs mesures","Alors qu’avec plus d’un million et demi de nouveaux cas quotidiens, l’Europe est loin d’en avoir terminé avec la vague Omicron, l’Angleterre abandonne le masque en intérieur et la Catalogne, le passe sanitaire.",2022-01-27,https://www.lemonde.fr/international/article/2022/01/27/omicron-malgre-un-raz-de-maree-de-cas-plusieurs-pays-europeens-allegent-leurs-mesures_6111247_3210.html
"« Novak Djokovic, Twitter et les antivax »","CHRONIQUE. Les résultats d’une étude montrent que les tweets des célébrités sont particulièrement efficaces pour informer leurs followers sur les vaccins contre le Covid-19. Paradoxalement, leurs messages portent moins quand elles citent des sources scientifiques, rapporte l’économiste Pauline Grosjean dans sa chronique.",2022-01-26,https://www.lemonde.fr/idees/article/2022/01/26/novak-djokovic-twitter-et-les-antivax_6110989_3232.html
"L’Autriche adopte la vaccination obligatoire, une première dans l’Union européenne","Le projet a été approuvé par un large pan de la classe politique. Environ 72 % de la population de 8,9 millions d’habitants dispose, à ce stade, d’un schéma vaccinal complet.",2022-01-20,https://www.lemonde.fr/international/article/2022/01/20/l-autriche-adopte-la-vaccination-obligatoire-une-premiere-dans-l-union-europeenne_6110328_3210.html
Covid-19 : le Brésil et l’Allemagne enregistrent un nombre de cas sans précédent depuis le début de la pandémie,"Dans les deux pays, le variant Omicron est responsable de la flambée épidémique. Pour l’OMS, la pandémie « est loin d’être terminée ».",2022-01-19,https://www.lemonde.fr/planete/article/2022/01/19/covid-19-le-bresil-et-l-allemagne-enregistrent-un-nombre-de-cas-sans-precedent-depuis-le-debut-de-la-pandemie_6110062_3244.html
"Le passe vaccinal entrera en vigueur le 24 janvier, le gouvernement l’appliquera « aussi longtemps que nécessaire »","Ce passe servira à accéder aux activités de loisirs, aux restaurants et débits de boisson, aux foires, séminaires et salons professionnels et aux transports publics interrégionaux.",2022-01-20,https://www.lemonde.fr/politique/article/2022/01/20/le-passe-vaccinal-entrera-en-vigueur-lundi-annonce-jean-castex_6110318_823448.html
Covid-19 : vers une vaccination des enfants de 5 ans et plus aux Etats-Unis,"Si le vaccin autorisé, 15 millions de doses seront immédiatement distribuées à travers le pays, ce qui faciliterait le retour à la normale dans les écoles.",2021-10-27,https://www.lemonde.fr/planete/article/2021/10/27/covid-19-vers-une-vaccination-des-enfants-de-5-ans-et-plus-aux-etats-unis_6100068_3244.html
